ts,worker,device_id,iter,warmup,interaction,request_id,response_type,e2e_ms,timed_out,service_ms,cache_lookup_ms,db_ms,stt_ms,embed_ms,search_ms,search_fallback_ms,llm_ms,resize_ms,vision_llm_ms,source,retrieval_scope,n_results,top_score,rate_limited,answer_chars,query_chars,audio_bytes,img_bytes_in,img_bytes_out,input,stage
2026-06-27T05:33:15.536941+00:00,0,pi-bench-000,0,True,voice,ca89ec30dbca40f197457e20cfd20b45,tts,45.16,False,0.33,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.579563+00:00,0,pi-bench-000,1,True,voice,e4a5245d77ae4cef9125fa1209916bec,tts,42.58,False,0.32,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.623324+00:00,0,pi-bench-000,2,False,voice,eb7c9ed56c6045d58e0c904e1fc5063a,tts,43.72,False,0.29,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.667326+00:00,0,pi-bench-000,3,False,voice,977175dfd22643749e61967dd03d91e9,tts,43.94,False,0.39,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.714820+00:00,0,pi-bench-000,4,False,voice,7c4965f811444f0c92784ff2c2480e15,tts,47.42,False,1.03,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.759826+00:00,0,pi-bench-000,5,False,voice,9ff45c8f1c5447a49bd4f8fd45859e8e,tts,44.92,False,0.62,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.804429+00:00,0,pi-bench-000,6,False,voice,5e6d88a77eae4a9fad70e1ffb0a1b8bf,tts,44.49,False,0.45,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.849146+00:00,0,pi-bench-000,7,False,voice,e718090dbed54b09b5cef7aa0978a3a6,tts,44.58,False,0.57,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.893406+00:00,0,pi-bench-000,8,False,voice,613b03cfc822460e83150c30422026e3,tts,44.02,False,0.83,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.936900+00:00,0,pi-bench-000,9,False,voice,33036f79d71645ee81866ef5fd6148b5,tts,43.26,False,0.69,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:15.980460+00:00,0,pi-bench-000,10,False,voice,2b56d05726c44bc2810aad11e0db3cf2,tts,43.36,False,0.9,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.023582+00:00,0,pi-bench-000,11,False,voice,41f2aa8c23bb458db5d20111a28fe0e6,tts,42.99,False,0.45,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.068721+00:00,0,pi-bench-000,12,False,voice,8a5194a81efd4a4d955da2162ce14568,tts,45.03,False,0.68,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.113157+00:00,0,pi-bench-000,13,False,voice,829a74e60cc7417cb07c6a72a5086fc3,tts,44.31,False,0.84,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.161185+00:00,0,pi-bench-000,14,False,voice,92ed6c478d35444fa3f10fe03981c693,tts,47.83,False,0.73,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.204172+00:00,0,pi-bench-000,15,False,voice,d7fdb3fbabd54d2baa2433c4b6338ec0,tts,42.8,False,0.92,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.251495+00:00,0,pi-bench-000,16,False,voice,094d7e2eb11a4615aabc8c1229e6f057,tts,47.25,False,0.27,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.299298+00:00,0,pi-bench-000,17,False,voice,2bb52b731ae148ddbe573a857378e56c,tts,47.74,False,0.54,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.345319+00:00,0,pi-bench-000,18,False,voice,6fadb1502bf44b398d4e22cd5ec85cbf,tts,45.96,False,0.83,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.389855+00:00,0,pi-bench-000,19,False,voice,14f2c9047dce43e2a7c1bde01b00eb26,tts,44.43,False,0.28,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.433820+00:00,0,pi-bench-000,20,False,voice,404bf37251c74083a1fa03c2b5f50458,tts,43.84,False,0.7,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:16.478173+00:00,0,pi-bench-000,21,False,voice,6aeeeb97fe7f493f84413f78692a0a9d,tts,44.24,False,0.82,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
