ts,worker,device_id,iter,warmup,interaction,request_id,response_type,e2e_ms,timed_out,service_ms,cache_lookup_ms,db_ms,stt_ms,embed_ms,search_ms,search_fallback_ms,llm_ms,resize_ms,vision_llm_ms,source,retrieval_scope,n_results,top_score,rate_limited,answer_chars,query_chars,audio_bytes,img_bytes_in,img_bytes_out,input,stage
2026-06-27T05:33:18.320052+00:00,0,pi-bench-000,0,True,voice,147fe775cf8c45a6a97ec351cd8c2418,tts,669.51,False,0.62,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:18.362952+00:00,0,pi-bench-000,1,True,voice,6d654c94b14749fb9c048cca123db1e8,tts,42.86,False,0.29,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:18.404799+00:00,0,pi-bench-000,2,False,voice,e7ce7c09b2c8419195e2ea0323e31464,tts,41.8,False,0.27,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:18.535199+00:00,0,pi-bench-000,3,False,voice,628e8c1a812644a581d2aadf26f0d421,tts,130.33,False,0.94,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:18.577131+00:00,0,pi-bench-000,4,False,voice,aab1fda9ecbc43c487ba1948ceaa0386,tts,41.83,False,1.61,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:18.619606+00:00,0,pi-bench-000,5,False,voice,47451e109e694187812772220917e57f,tts,42.34,False,0.19,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:18.771749+00:00,0,pi-bench-000,6,False,voice,85019c0cba2642628ace40673cd44dfb,tts,152.0,False,0.27,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:18.940496+00:00,0,pi-bench-000,7,False,voice,2ad0fa7defb840268e1b094b2a3da6df,tts,168.59,False,0.72,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:18.984050+00:00,0,pi-bench-000,8,False,voice,56a8d8051e6b4c60a666a61e1e546b74,tts,43.26,False,1.06,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:19.171424+00:00,0,pi-bench-000,9,False,voice,4498cec42c58444a86009c448b014e1f,tts,187.3,False,0.5,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:19.213400+00:00,0,pi-bench-000,10,False,voice,9ab9a2e6c67f4ec18e165eefa54d116d,tts,41.87,False,0.92,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:19.259291+00:00,0,pi-bench-000,11,False,voice,e8068bdc021f45a1b4e2ba076a079e57,tts,45.68,False,1.21,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
2026-06-27T05:33:19.303574+00:00,0,pi-bench-000,12,False,voice,f1a20591611e4066abeb59888359a3b8,tts,44.05,False,0.31,,,,,,,,,,,,,,True,,,,,,,voice_rate_limit
